execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
0.007203,16,14,14,5,5,1,1,2,2,48,14,14,
0.004153,480,14,14,1,1,1,1,0,0,96,14,14,
0.00748,96,14,14,3,3,1,1,1,1,204,14,14,
0.008404,480,14,14,1,1,1,1,0,0,192,14,14,
0.003794,508,4,4,1,1,1,1,0,0,128,4,4,
0.024911,3,224,224,7,7,2,2,2,2,64,112,112,
0.008528,64,56,56,1,1,1,1,0,0,64,56,56,
0.031818,64,56,56,3,3,1,1,1,1,192,56,56,
0.004195,192,28,28,1,1,1,1,0,0,16,28,28,
0.004216,16,28,28,5,5,1,1,2,2,32,28,28,
0.004826,192,28,28,1,1,1,1,0,0,96,28,28,
0.011958,96,28,28,3,3,1,1,1,1,128,28,28,
0.008807,192,28,28,1,1,1,1,0,0,64,28,28,
0.004046,192,28,28,1,1,1,1,0,0,32,28,28,
0.004485,256,28,28,1,1,1,1,0,0,64,28,28,
0.007151,256,28,28,1,1,1,1,0,0,32,28,28,
0.00939,32,28,28,5,5,1,1,2,2,96,28,28,
0.008718,256,28,28,1,1,1,1,0,0,128,28,28,
0.017572,128,28,28,3,3,1,1,1,1,192,28,28,
0.009675,256,28,28,1,1,1,1,0,0,128,28,28,
0.004636,480,14,14,1,1,1,1,0,0,64,14,14,
0.004428,480,14,14,1,1,1,1,0,0,16,14,14,
0.003653,16,14,14,5,5,1,1,2,2,48,14,14,
0.010796,480,14,14,1,1,1,1,0,0,96,14,14,
0.005525,96,14,14,3,3,1,1,1,1,204,14,14,
0.007858,480,14,14,1,1,1,1,0,0,192,14,14,
0.005927,508,4,4,1,1,1,1,0,0,128,4,4,
0.033573,3,224,224,7,7,2,2,2,2,64,112,112,
0.012588,64,56,56,1,1,1,1,0,0,64,56,56,
0.029711,64,56,56,3,3,1,1,1,1,192,56,56,
0.004456,192,28,28,1,1,1,1,0,0,16,28,28,
0.004037,16,28,28,5,5,1,1,2,2,32,28,28,
0.010691,192,28,28,1,1,1,1,0,0,96,28,28,
0.008278,96,28,28,3,3,1,1,1,1,128,28,28,
0.004391,192,28,28,1,1,1,1,0,0,64,28,28,
0.004648,192,28,28,1,1,1,1,0,0,32,28,28,
0.007549,256,28,28,1,1,1,1,0,0,64,28,28,
0.007535,256,28,28,1,1,1,1,0,0,32,28,28,
0.005576,32,28,28,5,5,1,1,2,2,96,28,28,
0.007667,256,28,28,1,1,1,1,0,0,128,28,28,
0.020425,128,28,28,3,3,1,1,1,1,192,28,28,
0.009616,256,28,28,1,1,1,1,0,0,128,28,28,
0.00492,480,14,14,1,1,1,1,0,0,64,14,14,
0.007147,480,14,14,1,1,1,1,0,0,16,14,14,
0.002721,16,14,14,5,5,1,1,2,2,48,14,14,
0.005111,480,14,14,1,1,1,1,0,0,96,14,14,
0.007483,96,14,14,3,3,1,1,1,1,204,14,14,
0.007491,480,14,14,1,1,1,1,0,0,192,14,14,
0.00472,508,4,4,1,1,1,1,0,0,128,4,4,
0.036794,3,224,224,7,7,2,2,2,2,64,112,112,
0.009251,64,56,56,1,1,1,1,0,0,64,56,56,
0.033212,64,56,56,3,3,1,1,1,1,192,56,56,
0.011366,192,28,28,1,1,1,1,0,0,16,28,28,
0.005722,16,28,28,5,5,1,1,2,2,32,28,28,
0.005651,192,28,28,1,1,1,1,0,0,96,28,28,
0.013525,96,28,28,3,3,1,1,1,1,128,28,28,
0.007432,192,28,28,1,1,1,1,0,0,64,28,28,
0.00882,192,28,28,1,1,1,1,0,0,32,28,28,
0.004474,256,28,28,1,1,1,1,0,0,64,28,28,
0.004782,256,28,28,1,1,1,1,0,0,32,28,28,
0.013954,32,28,28,5,5,1,1,2,2,96,28,28,
0.008485,256,28,28,1,1,1,1,0,0,128,28,28,
0.017253,128,28,28,3,3,1,1,1,1,192,28,28,
0.008163,256,28,28,1,1,1,1,0,0,128,28,28,
0.008839,480,14,14,1,1,1,1,0,0,64,14,14,
0.004574,480,14,14,1,1,1,1,0,0,16,14,14,
0.005016,16,14,14,5,5,1,1,2,2,48,14,14,
0.007231,480,14,14,1,1,1,1,0,0,96,14,14,
0.00859,96,14,14,3,3,1,1,1,1,204,14,14,
0.005365,480,14,14,1,1,1,1,0,0,192,14,14,
0.005105,508,4,4,1,1,1,1,0,0,128,4,4,
0.022274,3,224,224,7,7,2,2,2,2,64,112,112,
0.005754,64,56,56,1,1,1,1,0,0,64,56,56,
0.029312,64,56,56,3,3,1,1,1,1,192,56,56,
0.005101,192,28,28,1,1,1,1,0,0,16,28,28,
0.007319,16,28,28,5,5,1,1,2,2,32,28,28,
0.005007,192,28,28,1,1,1,1,0,0,96,28,28,
0.014717,96,28,28,3,3,1,1,1,1,128,28,28,
0.008524,192,28,28,1,1,1,1,0,0,64,28,28,
0.00675,192,28,28,1,1,1,1,0,0,32,28,28,
0.004538,256,28,28,1,1,1,1,0,0,64,28,28,
0.007051,256,28,28,1,1,1,1,0,0,32,28,28,
0.008503,32,28,28,5,5,1,1,2,2,96,28,28,
0.008838,256,28,28,1,1,1,1,0,0,128,28,28,
0.0197,128,28,28,3,3,1,1,1,1,192,28,28,
0.00993,256,28,28,1,1,1,1,0,0,128,28,28,
0.005402,480,14,14,1,1,1,1,0,0,64,14,14,
