Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%],
45872,0,45872,1586000,45874,3518272,150103.516908213,45992,47,
45972,76,45973,1586000,45974,3520752,152583.516908213,46103,47,
46073,73,46074,1586000,46076,3521492,153323.516908213,46191,37,
46174,68,46174,1586000,46175,3521212,153043.516908213,46294,30,
46275,50,46275,1586000,46277,3521808,153639.516908213,46399,32,
46377,50,46379,1586000,46380,3520132,151963.516908213,46498,45,
46477,74,46478,1586000,46479,3508688,140519.516908213,46595,30,
46577,52,46577,1586000,46579,3509756,141587.516908213,46698,34,
46681,47,46682,1586000,46683,3508644,140475.516908213,46795,39,
46779,56,46780,1586000,46781,3518220,150051.516908213,46903,29,
46880,46,46880,1586000,46881,3519312,151143.516908213,47007,34,
46980,60,46981,1586000,46982,3520584,152415.516908213,47100,27,
47081,39,47081,1586000,47082,3519196,151027.516908213,47202,28,
47182,53,47183,1586000,47185,3519444,151275.516908213,47305,48,
47281,76,47282,1586000,47283,3519656,151487.516908213,47408,38,
47383,65,47383,1586000,47385,3517992,149823.516908213,47536,51,
47489,79,47492,1586000,47499,3520324,152155.516908213,47592,43,
47585,68,47586,1586000,47586,3501312,133143.516908213,47707,36,
47686,59,47686,1586000,47686,3512904,144735.516908213,47817,52,
47788,85,47789,1586000,47790,3519828,151659.516908213,47893,40,
47887,66,47887,1586000,47888,3519984,151815.516908213,48007,37,
47987,65,47988,1586000,47991,3522068,153899.516908213,48107,25,
48088,37,48089,1586000,48090,3521388,153219.516908213,48208,29,
48189,53,48190,1482000,48192,3508812,140643.516908213,48309,44,
48289,68,48289,1586000,48290,3514372,146203.516908213,48414,28,
48390,54,48391,1586000,48393,3515364,147195.516908213,48509,39,
48490,65,48490,1586000,48491,3516436,148267.516908213,48621,28,
48591,44,48592,1586000,48593,3518092,149923.516908213,48710,29,
48691,51,48691,1586000,48693,3520884,152715.516908213,48816,36,
48791,66,48792,1586000,48793,3513072,144903.516908213,48918,30,
48892,55,48892,1586000,48893,3515056,146887.516908213,49011,37,
48992,66,48993,1586000,48994,3516480,148311.516908213,49132,40,
49092,61,49093,1586000,49094,3516096,147927.516908213,49264,42,
49195,67,49196,1586000,49197,3524032,155863.516908213,49324,54,
49295,85,49296,1586000,49297,3521832,153663.516908213,49401,41,
49394,63,49395,1586000,49395,3509116,140947.516908213,49533,48,
49495,75,49497,1586000,49499,3510528,142359.516908213,49610,28,
49596,53,49596,1586000,49596,3511520,143351.516908213,49721,32,
49696,56,49697,1586000,49698,3522184,154015.516908213,49819,40,
49797,62,49798,1586000,49799,3520956,152787.516908213,49931,58,
49898,87,49898,1586000,49899,3520892,152723.516908213,50017,20,
49997,0,49997,1586000,49998,3521500,153331.516908213,50138,41,
50098,57,50099,1586000,50106,3521748,153579.516908213,50205,48,
50198,67,50198,1586000,50198,3521680,153511.516908213,50271,57,
50248,87,50248,1586000,50248,3518460,150291.516908213,50376,22,
50351,0,50352,858000,50353,3517528,149359.516908213,50470,78,
50450,87,50451,1586000,50452,3515116,146947.516908213,50569,34,
50551,0,50552,1274000,50553,3516384,148215.516908213,50666,26,
50651,44,50652,1482000,50653,3518436,150267.516908213,50777,34,
50752,50,50754,1482000,50756,3519980,151811.516908213,50875,54,
50852,87,50854,1586000,50855,3516232,148063.516908213,50976,67,
50953,78,50953,1586000,50954,3515224,147055.516908213,51073,44,
51053,0,51054,1586000,51055,3516048,147879.516908213,51173,50,
51154,87,51156,1586000,51157,3516324,148155.516908213,51281,39,
51254,0,51254,1586000,51255,3517176,149007.516908213,51384,43,
51355,61,51355,1586000,51357,3514828,146659.516908213,51475,32,
51455,50,51455,1586000,51455,3514828,146659.516908213,51576,54,
51555,87,51556,1586000,51557,3515808,147639.516908213,51677,37,
51656,61,51656,1586000,51657,3517300,149131.516908213,51773,21,
51756,0,51757,1586000,51758,3517996,149827.516908213,51875,35,
51857,50,51857,1586000,51858,3515728,147559.516908213,51975,31,
51958,41,51958,1586000,51959,3516200,148031.516908213,52075,33,
52058,87,52059,1586000,52060,3520472,152303.516908213,52177,37,
52159,0,52159,1586000,52161,3521216,153047.516908213,52283,45,
52260,87,52261,1586000,52262,3522952,154783.516908213,52390,22,
52361,0,52362,754000,52363,3521168,152999.516908213,52481,26,
52461,49,52462,1066000,52463,3521516,153347.516908213,52579,34,
52561,66,52561,1586000,52563,3522044,153875.516908213,52692,46,
52665,75,52665,1586000,52670,3521468,153299.516908213,52787,48,
52765,78,52766,1586000,52767,3518952,150783.516908213,52907,39,
52866,59,52867,1586000,52868,3520740,152571.516908213,52972,37,
52966,59,52966,1586000,52967,3517344,149175.516908213,53099,58,
53068,87,53069,1482000,53071,3509876,141707.516908213,53196,41,
53171,0,53171,1586000,53172,3510484,142315.516908213,53275,40,
53268,70,53269,1586000,53269,3511188,143019.516908213,53387,22,
53369,32,53370,1586000,53371,3512056,143887.516908213,53487,30,
53470,56,53470,1586000,53472,3516064,147895.516908213,53588,39,
53571,68,53572,1586000,53573,3516924,148755.516908213,53689,26,
53671,50,53672,1586000,53673,3516876,148707.516908213,53792,36,
53772,65,53773,1586000,53774,3518612,150443.516908213,53889,30,
53872,45,53873,1586000,53874,3520348,152179.516908213,53997,34,
53973,59,53974,1586000,53976,3520844,152675.516908213,54095,49,
54074,80,54074,1586000,54075,3518380,150211.516908213,54194,37,
54174,58,54175,1586000,54176,3517916,149747.516908213,54298,37,
54275,87,54275,1586000,54277,3519072,150903.516908213,54395,35,
54375,0,54376,1586000,54377,3518580,150411.516908213,54494,38,
54476,53,54477,1586000,54478,3519820,151651.516908213,54601,31,
54578,87,54578,1586000,54581,3521760,153591.516908213,54705,71,
54677,67,54678,1586000,54679,3494060,125891.516908213,54802,44,
54778,0,54779,1586000,54780,3497252,129083.516908213,54896,33,
54878,62,54879,1586000,54880,3498580,130411.516908213,55006,22,
54985,40,54986,1586000,54987,3499180,131011.516908213,55104,24,
55082,46,55083,1586000,55084,3499180,131011.516908213,55203,48,
55183,80,55184,1586000,55185,3496616,128447.516908213,55307,27,
55283,49,55284,1586000,55286,3496472,128303.516908213,55408,32,
55384,57,55385,1586000,55386,3496132,127963.516908213,55505,30,
55484,47,55485,1586000,55486,3497500,129331.516908213,55605,36,
55585,61,55585,1586000,55586,3498228,130059.516908213,55711,41,
55686,68,55686,1586000,55687,3498476,130307.516908213,55811,36,
55786,62,55786,1586000,55791,3497348,129179.516908213,55908,30,
55886,59,55887,1586000,55888,3498836,130667.516908213,56006,29,
55986,44,55987,1586000,55988,3489580,121411.516908213,56127,35,
56087,60,56087,1586000,56088,3488988,120819.516908213,56208,38,
56188,62,56188,1586000,56190,3489204,121035.516908213,56309,40,
56289,71,56289,1586000,56290,3484248,116079.516908213,56415,33,
56389,61,56390,1586000,56392,3484004,115835.516908213,56520,23,
56489,36,56491,1586000,56492,3484408,116239.516908213,56611,38,
56590,68,56590,1586000,56592,3479628,111459.516908213,56716,30,
56690,56,56691,1586000,56692,3482852,114683.516908213,56823,36,
56791,60,56791,1586000,56792,3484092,115923.516908213,56913,36,
56891,61,56892,1586000,56893,3483560,115391.516908213,57013,21,
56992,34,56993,1586000,56994,3484304,116135.516908213,57115,31,
57092,62,57093,1378000,57094,3479380,111211.516908213,57215,42,
57196,68,57197,1586000,57198,3484340,116171.516908213,57331,52,
57295,62,57296,1586000,57300,3481192,113023.516908213,57423,31,
57396,55,57396,1586000,57397,3481360,113191.516908213,57517,30,
57496,50,57497,1586000,57498,3488860,120691.516908213,57628,47,
57596,87,57597,1586000,57599,3489244,121075.516908213,57725,35,
57697,0,57698,1586000,57699,3476116,107947.516908213,57801,42,
57796,70,57796,1586000,57797,3477896,109727.516908213,57937,41,
57898,56,57899,1586000,57907,3488312,120143.516908213,58003,64,
57998,87,57998,1586000,57999,3487184,119015.516908213,58121,70,
58099,74,58099,1586000,58099,3464444,96275.5169082126,58218,45,
58200,0,58200,1586000,58201,3498172,130003.516908213,58341,74,
58300,87,58301,1586000,58302,3507980,139811.516908213,58404,42,
58400,0,58401,1586000,58401,3509776,141607.516908213,58527,46,
58502,63,58503,1586000,58505,3507352,139183.516908213,58618,41,
58602,63,58603,1586000,58604,3510132,141963.516908213,58720,36,
58703,64,58703,1586000,58705,3509884,141715.516908213,58822,30,
58804,47,58804,1586000,58805,3511336,143167.516908213,58935,26,
58905,53,58906,1586000,58907,3508428,140259.516908213,59024,44,
59004,70,59005,1586000,59005,3500492,132323.516908213,59123,33,
59105,55,59106,1586000,59107,3499124,130955.516908213,59231,45,
59207,71,59208,1586000,59210,3497280,129111.516908213,59326,35,
59306,52,59307,1586000,59308,3499016,130847.516908213,59428,39,
59407,65,59408,1586000,59409,3509672,141503.516908213,59528,53,
59509,88,59510,1586000,59511,3509788,141619.516908213,59626,43,
59609,69,59609,1586000,59610,3506848,138679.516908213,59732,42,
59709,69,59710,1586000,59711,3509080,140911.516908213,59829,37,
59811,57,59812,1586000,59813,3511560,143391.516908213,59933,32,
59911,55,59912,1586000,59913,3512056,143887.516908213,60029,42,
60012,70,60012,1586000,60013,3512800,144631.516908213,60153,29,
60112,54,60113,1586000,60114,3512676,144507.516908213,60235,42,
60218,68,60219,1586000,60220,3511448,143279.516908213,60352,30,
60319,50,60319,1586000,60321,3512624,144455.516908213,60426,38,
60419,60,60419,1586000,60420,3505628,137459.516908213,60541,39,
60520,63,60523,1586000,60525,3512520,144351.516908213,60639,28,
60620,52,60621,1586000,60622,3513512,145343.516908213,60743,55,
60721,67,60722,1586000,60723,3510812,142643.516908213,60838,29,
60821,50,60822,1586000,60823,3511908,143739.516908213,60944,31,
60925,54,60926,1586000,60927,3508316,140147.516908213,61048,49,
61024,83,61025,1586000,61027,3513996,145827.516908213,61145,43,
61125,70,61126,1586000,61127,3515236,147067.516908213,61256,37,
61225,63,61225,1586000,61226,3515344,147175.516908213,61331,41,
61325,67,61325,1586000,61326,3513376,145207.516908213,61453,38,
61430,60,61431,1586000,61432,3520432,152263.516908213,61549,47,
61530,76,61531,1586000,61532,3514368,146199.516908213,61650,30,
61631,55,61631,1586000,61632,3515980,147811.516908213,61747,40,
61731,68,61732,1586000,61733,3520956,152787.516908213,61851,35,
61834,53,61835,1586000,61837,3519040,150871.516908213,61954,33,
61932,66,61933,1170000,61934,3525584,157415.516908213,62049,44,
62032,75,62033,1586000,62034,3525832,157663.516908213,62151,42,
62133,69,62134,1586000,62135,3524660,156491.516908213,62257,49,
62233,87,62234,1586000,62235,3526180,158011.516908213,62365,23,
62334,0,62335,1586000,62336,3526612,158443.516908213,62453,40,
62434,87,62434,1586000,62435,3514748,146579.516908213,62551,29,
62535,0,62536,1586000,62537,3518124,149955.516908213,62612,53,
62585,87,62586,1586000,62587,3517792,149623.516908213,62689,31,
62685,0,62685,1586000,62685,3520108,151939.516908213,62815,64,
62786,87,62786,1586000,62788,3527916,159747.516908213,62921,45,
62886,67,62887,1586000,62888,3529128,160959.516908213,62997,41,
62986,0,62986,1586000,62987,3529432,161263.516908213,63112,41,
63087,87,63087,1586000,63088,3530368,162199.516908213,63212,45,
63187,0,63188,1586000,63190,3527520,159351.516908213,63315,56,
63287,87,63288,1586000,63289,3528268,160099.516908213,63417,27,
63388,0,63388,1586000,63392,3526788,158619.516908213,63493,69,
63487,87,63488,1586000,63488,3519280,151111.516908213,63611,51,
63588,49,63589,1586000,63590,3518712,150543.516908213,63710,33,
63689,0,63690,1170000,63692,3524088,155919.516908213,63814,55,
63789,87,63790,1378000,63791,3528860,160691.516908213,63906,39,
63890,0,63890,1586000,63891,3530140,161971.516908213,64013,70,
63990,87,63990,1586000,63992,3530240,162071.516908213,64111,44,
64090,50,64091,1586000,64092,3530172,162003.516908213,64209,22,
64191,0,64191,1586000,64192,3529568,161399.516908213,64312,88,
64291,87,64291,1586000,64292,3529816,161647.516908213,64444,34,
64393,62,64394,650000,64396,3530624,162455.516908213,64533,36,
64495,0,64496,1378000,64497,3530592,162423.516908213,64598,60,
64592,87,64593,1586000,64593,3523124,154955.516908213,64699,66,
64693,67,64693,1586000,64694,3521104,152935.516908213,64811,41,
64794,0,64794,1586000,64795,3518264,150095.516908213,64925,63,
64895,87,64896,1586000,64897,3516212,148043.516908213,65000,72,
64994,72,64995,1586000,64995,3518240,150071.516908213,65101,41,
65095,62,65095,1586000,65096,3519028,150859.516908213,65224,50,
65196,55,65197,1378000,65198,3518952,150783.516908213,65325,41,
65297,50,65298,1170000,65299,3518676,150507.516908213,65419,29,
65397,0,65397,1482000,65399,3517848,149679.516908213,65529,41,
65498,69,65500,1586000,65502,3508064,139895.516908213,65607,32,
65598,57,65598,1586000,65599,3510668,142499.516908213,65722,37,
65698,58,65699,1586000,65701,3512408,144239.516908213,65817,35,
65799,63,65799,1586000,65800,3513700,145531.516908213,65917,26,
65900,38,65901,1586000,65902,3511732,143563.516908213,66018,33,
66000,57,66000,1586000,66002,3507092,138923.516908213,66117,36,
66101,64,66101,1586000,66103,3512052,143883.516908213,66221,38,
66201,67,66202,1586000,66203,3511252,143083.516908213,66322,49,
66302,75,66303,1586000,66304,3512520,144351.516908213,66452,33,
66402,47,66403,1586000,66404,3513056,144887.516908213,66517,48,
66504,75,66504,1586000,66505,3518536,150367.516908213,66629,44,
66604,74,66605,1586000,66606,3518828,150659.516908213,66728,41,
66707,66,66707,1586000,66708,3507296,139127.516908213,66824,41,
66806,70,66807,1586000,66808,3507004,138835.516908213,66924,32,
66907,51,66908,1586000,66909,3509484,141315.516908213,67027,27,
67008,43,67009,1586000,67010,3511800,143631.516908213,67128,43,
67109,72,67110,1586000,67111,3517256,149087.516908213,67228,31,
67209,53,67210,1586000,67211,3518000,149831.516908213,67335,32,
67310,87,67311,1586000,67312,3519152,150983.516908213,67428,32,
67410,0,67410,1586000,67411,3520628,152459.516908213,67529,40,
67511,54,67511,1586000,67512,3520628,152459.516908213,67632,55,
67611,87,67612,1586000,67613,3518464,150295.516908213,67730,27,
67711,44,67712,1378000,67713,3518520,150351.516908213,67833,29,
67811,0,67812,1586000,67813,3517340,149171.516908213,67933,66,
67912,87,67913,1586000,67914,3517300,149131.516908213,68032,36,
68012,0,68013,1586000,68014,3518332,150163.516908213,68237,72,
68114,87,68114,1586000,68115,3515956,147787.516908213,68332,41,
68214,67,68215,1586000,68216,3516824,148655.516908213,68438,42,
68314,0,68315,1586000,68316,3518912,150743.516908213,68563,42,
68419,61,68420,1586000,68422,3520088,151919.516908213,68626,47,
68520,87,68521,1586000,68522,3521328,153159.516908213,68726,31,
68620,0,68620,1586000,68621,3515844,147675.516908213,68841,28,
68720,56,68721,1586000,68721,3516456,148287.516908213,68939,38,
68821,48,68822,1586000,68823,3516712,148543.516908213,69045,29,
68922,65,68923,1586000,68924,3516960,148791.516908213,69143,40,
69022,50,69023,1066000,69026,3516428,148259.516908213,69241,31,
69122,71,69123,1586000,69125,3516140,147971.516908213,69341,26,
69223,50,69224,1586000,69225,3519384,151215.516908213,69448,38,
69324,47,69325,1586000,69326,3510704,142535.516908213,69542,36,
69424,87,69424,1586000,69427,3517060,148891.516908213,69653,43,
69524,0,69525,1586000,69526,3515444,147275.516908213,69744,35,
69624,87,69625,1586000,69628,3516972,148803.516908213,69847,39,
69725,0,69726,1586000,69727,3521120,152951.516908213,69949,47,
69825,67,69826,1586000,69827,3512032,143863.516908213,70051,45,
69927,76,69928,1586000,69931,3515180,147011.516908213,70147,46,
70027,71,70029,1586000,70030,3513856,145687.516908213,70260,37,
70128,74,70129,1586000,70130,3512788,144619.516908213,70353,51,
70228,54,70229,1586000,70230,3512900,144731.516908213,70453,47,
70329,79,70329,1586000,70330,3504816,136647.516908213,70549,31,
70429,79,70429,1586000,70431,3497036,128867.516908213,70664,37,
70530,53,70531,1482000,70532,3498084,129915.516908213,70750,24,
70632,87,70633,1066000,70634,3500940,132771.516908213,70855,43,
70731,0,70732,1378000,70733,3502204,134035.516908213,70960,52,
70831,87,70832,1586000,70833,3507308,139139.516908213,71054,23,
70933,60,70934,858000,70935,3507928,139759.516908213,71153,31,
71032,0,71032,1586000,71033,3512052,143883.516908213,71261,40,
71132,57,71133,1586000,71135,3500968,132799.516908213,71364,41,
71233,87,71234,1586000,71235,3505928,137759.516908213,71453,30,
71334,0,71335,1586000,71337,3505252,137083.516908213,71555,34,
71435,50,71436,1586000,71437,3502536,134367.516908213,71662,49,
71535,50,71535,1586000,71537,3510496,142327.516908213,71768,49,
71636,70,71636,1586000,71637,3510124,141955.516908213,71868,42,
71738,87,71739,1586000,71741,3510388,142219.516908213,71975,71,
71839,61,71840,1586000,71841,3512340,144171.516908213,72063,34,
71945,71,71946,1586000,71947,3508804,140635.516908213,72167,41,
72038,0,72038,1586000,72038,3511632,143463.516908213,72262,58,
72139,59,72139,1586000,72141,3511752,143583.516908213,72362,31,
72239,87,72240,1586000,72241,3503316,135147.516908213,72470,36,
72340,0,72341,1586000,72342,3502632,134463.516908213,72563,24,
72443,65,72443,1586000,72446,3502104,133935.516908213,72666,32,
72542,43,72544,1586000,72545,3498812,130643.516908213,72767,44,
72642,55,72643,1586000,72644,3505712,137543.516908213,72874,34,
72742,70,72744,1586000,72745,3506704,138535.516908213,72964,37,
72843,62,72844,1170000,72845,3493856,125687.516908213,73086,28,
72944,67,72944,1586000,72947,3498068,129899.516908213,73182,40,
73044,44,73044,1586000,73045,3498320,130151.516908213,73257,37,
73145,67,73145,1586000,73148,3506664,138495.516908213,73361,38,
73244,87,73245,1586000,73245,3507316,139147.516908213,73454,40,
73345,0,73345,1586000,73346,3508332,140163.516908213,73610,40,
73446,63,73446,1586000,73447,3509696,141527.516908213,73674,56,
73546,65,73547,1586000,73548,3510032,141863.516908213,73782,37,
73653,86,73654,1586000,73655,3508804,140635.516908213,73880,49,
73747,61,73747,1586000,73748,3506964,138795.516908213,73964,31,
73847,87,73848,1586000,73851,3506976,138807.516908213,74092,29,
73948,0,73948,1586000,73949,3508136,139967.516908213,74168,41,
74048,47,74049,1586000,74050,3506412,138243.516908213,74277,31,
74149,74,74150,1586000,74151,3498868,130699.516908213,74374,39,
74249,51,74252,1586000,74253,3496844,128675.516908213,74474,24,
74349,67,74350,1586000,74352,3498792,130623.516908213,74579,38,
74450,37,74451,1586000,74453,3499020,130851.516908213,74679,42,
74552,65,74553,1586000,74554,3505068,136899.516908213,74779,32,
74653,69,74654,1586000,74655,3505688,137519.516908213,74882,37,
74753,60,74754,1586000,74758,3506456,138287.516908213,74964,23,
74856,64,74857,1586000,74858,3504492,136323.516908213,75087,29,
74954,36,74954,1586000,74955,3504348,136179.516908213,75181,47,
75054,52,75055,1586000,75056,3504596,136427.516908213,75302,38,
75154,75,75154,1586000,75155,3504416,136247.516908213,75380,48,
75262,60,75267,1586000,75268,3503844,135675.516908213,75472,37,
75355,82,75356,1586000,75358,3505084,136915.516908213,75583,37,
75455,56,75455,1586000,75456,3505624,137455.516908213,75692,51,
75557,57,75558,1586000,75559,3497476,129307.516908213,75763,34,
75658,81,75662,1586000,75664,3503628,135459.516908213,75876,29,
75757,59,75757,1586000,75758,3504868,136699.516908213,75974,28,
75858,55,75859,1586000,75861,3506092,137923.516908213,76077,30,
75958,50,75959,1586000,75960,3502700,134531.516908213,76177,41,
76059,43,76060,1586000,76062,3507016,138847.516908213,76288,37,
76159,69,76160,1586000,76161,3501744,133575.516908213,76388,46,
76260,59,76261,1586000,76262,3503068,134899.516908213,76493,27,
